can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,winner,votes
H6AZ09010,"GILES, DAVID VICTOR",H,AZ,9,REP,CHALLENGER,5179 WEST SARAGOSA STREET,,CHANDLER,AZ,85226,"$13,441.21 ",,"$13,441.21 ",,,,"$13,441.21 ",,"$241,027.42 ",,"$241,027.42 ",,,,,"$254,468.63 ","$170,978.52 ",,,$100.00 ,"$21,171.18 ",,"$21,171.18 ",,,,,"$56,926.75 ","$249,176.45 ",,"$5,292.18 ","$13,441.21 ","$170,978.52 ","$224,470.91 ",,04-01-15,10/19/2016,,
H6KS04165,"GIROUX, DANIEL BERNARD",H,KS,4,DEM,CHALLENGER,9410 STERLING COURT,,WICHITA,KS,67205,"$182,000.00 ","$37,913.00 ","$219,913.00 ",,"$25,350.00 ","$2,500.00 ","$247,763.00 ",,"$2,500.00 ",,"$2,500.00 ",$355.00 ,,,,"$250,618.00 ","$227,227.68 ",,,"$23,100.00 ",,,,$800.00 ,,,$800.00 ,,"$251,127.68 ",,($509.68),"$246,963.00 ","$226,872.68 ","$2,500.00 ",,10-01-15,10/19/2016,,
H6CA52130,"GITSHAM, DENISE",H,CA,52,REP,CHALLENGER,427 C STREET,STE 220,SAN DIEGO,CA,92101,"$881,973.68 ","$137,994.51 ","$1,019,968.19 ","$5,000.00 ","$171,407.95 ","$5,400.00 ","$1,201,776.14 ",,"$110,000.00 ",,"$110,000.00 ",,,,$496.39 ,"$1,312,272.53 ","$1,148,876.32 ",,,,"$55,000.00 ",,"$55,000.00 ",$419.78 ,,,$419.78 ,,"$1,204,296.10 ",,"$107,976.43 ","$1,201,356.36 ","$1,148,876.32 ","$151,196.58 ",,10/22/2015,10/19/2016,,
H6MS04192,"GLADNEY, MARK DEY",H,MS,4,DEM,CHALLENGER,PO BOX 2215,,GULFPORT,MS,39505,"$21,861.00 ","$8,510.00 ","$30,371.00 ","$2,500.00 ","$19,100.00 ",$421.00 ,"$52,392.00 ",,,,,,,,$0.02 ,"$52,392.02 ","$49,270.27 ",,,,,,,,,,,,"$49,270.27 ",,"$3,121.75 ","$52,392.00 ","$49,270.27 ",,,08-01-15,10/19/2016,,
S6ND00108,"GLASSHEIM, ELIOT",S,ND,0,DEM,CHALLENGER,PO BOX 13583,,GRAND FORKS,ND,58208,"$9,630.00 ","$6,014.00 ","$15,644.00 ",,"$5,000.00 ",,"$20,644.00 ",,,,,,,,,"$20,644.00 ","$21,140.00 ",,,,,,,,,,,,"$21,140.00 ",,"$7,860.00 ","$20,644.00 ","$21,140.00 ",,,04-01-16,10/19/2016,,
S6CO00226,"GLENN, DARRYL",S,CO,0,REP,CHALLENGER,PO BOX 62667,,COLORADO SPRINGS,CO,80962,"$1,928,426.00 ","$1,473,650.00 ","$3,402,077.00 ","$24,394.00 ","$127,912.00 ",,"$3,554,383.00 ","$30,000.00 ","$16,478.00 ",,"$16,478.00 ","$27,085.00 ",,,,"$3,627,948.00 ","$2,530,308.00 ",,,,"$16,479.00 ",,"$16,479.00 ",$505.00 ,,,$505.00 ,,"$2,547,292.00 ",,"$1,080,655.00 ","$3,553,878.00 ","$2,503,222.00 ","$76,503.00 ",,01-01-15,10/19/2016,,
H6NC06099,"GLIDEWELL, POWELL WATKINS PETE"" III""",H,NC,6,DEM,CHALLENGER,5002 GLENEAGLES COURT,,ELON,NC,27244,"$68,970.00 ","$15,772.54 ","$84,742.54 ",,"$3,800.00 ",$75.00 ,"$88,617.54 ",,,,,"$1,740.00 ",,,,"$90,357.54 ","$82,513.74 ",,,,,,,,,,,,"$82,513.74 ",,"$7,843.80 ","$88,617.54 ","$80,773.74 ",,,9/22/2015,10/19/2016,,
H6OH11160,"GOLDSTEIN, BEVERLY A.",H,OH,11,REP,CHALLENGER,3386 BELVOIR BOULEVARD,,BEACHWOOD,OH,44122,"$15,243.99 ","$2,005.00 ","$17,248.99 ",,,,"$17,248.99 ",,,,,,,,,"$17,248.99 ","$15,791.23 ",,,,,,,,,,,,"$15,791.23 ",,"$1,457.76 ","$17,248.99 ","$15,791.23 ",,,01-01-16,10/19/2016,,
H6NC04151,"GOOGE, SUE",H,NC,4,REP,CHALLENGER,2054-199 KILAIRE FARM ROAD,,CARY,NC,27518,"$85,388.00 ","$18,841.32 ","$104,229.32 ",,,,"$104,229.32 ",,"$11,740.00 ",,"$11,740.00 ",,,,,"$115,969.32 ","$78,678.44 ",,,,,,,,,,,,"$78,678.44 ",,"$34,190.88 ","$104,229.32 ","$78,678.44 ","$11,740.00 ",,10-01-15,10/19/2016,,
S6KY00120,"GRAY, JIM P",S,KY,0,DEM,CHALLENGER,PO BOX 2136,,LEXINGTON,KY,40588,"$2,568,293.00 ","$716,541.00 ","$3,284,835.00 ",,"$122,500.00 ",$73.00 ,"$3,407,408.00 ",,"$2,000,000.00 ",,"$2,000,000.00 ","$1,840.00 ",,,"$10,801.00 ","$5,420,051.00 ","$4,541,315.00 ",,,"$75,000.00 ",,,,"$27,890.00 ",,"$3,000.00 ","$30,890.00 ","$21,670.49 ","$4,668,876.00 ",,"$751,175.00 ","$3,376,518.00 ","$4,539,473.00 ","$1,318,618.00 ",,01-01-16,10/19/2016,,
H6NY02124,"GREGORY, DUWAYNE",H,NY,2,DEM,CHALLENGER,PO BOX 478,,AMITYVILLE,NY,11701,"$192,996.78 ","$85,723.55 ","$278,720.33 ",$97.22 ,"$74,825.00 ",,"$353,642.55 ",,,,,$428.95 ,,,,"$354,071.50 ","$322,597.28 ",,,,,,,$293.34 ,,,$293.34 ,,"$322,890.62 ",,"$31,180.88 ","$353,349.21 ","$322,168.33 ",,,04-01-15,10/19/2016,,
H0OK05155,"GUILD, THOMAS EUGENE",H,OK,5,DEM,CHALLENGER,PO BOX 6621,,EDMOND,OK,73083,"$9,484.00 ","$20,220.08 ","$29,704.08 ",$77.00 ,$25.00 ,$15.00 ,"$29,821.08 ",,"$46,900.00 ",,"$46,900.00 ",,,,,"$76,721.08 ","$76,456.69 ",,,,$264.39 ,,$264.39 ,,,,,,"$76,721.08 ",,,"$29,821.08 ","$76,456.69 ",,,01-01-15,10/19/2016,,
H0MN01045,"HAGEDORN, JAMES",H,MN,1,REP,CHALLENGER,PO BOX 63,,BLUE EARTH,MN,56013,"$237,110.43 ","$46,908.67 ","$284,019.10 ","$8,650.00 ","$10,500.00 ","$11,372.91 ","$314,542.01 ",,"$8,583.52 ",,"$8,583.52 ",$359.20 ,,,,"$323,484.73 ","$273,436.87 ",,,,"$11,583.52 ",,"$11,583.52 ",,,,,"$11,341.70 ","$296,362.09 ","$2,297.35 ","$29,419.99 ","$314,542.01 ","$273,077.67 ","$20,000.00 ",,01-01-15,10/19/2016,,
H4PA09056,"HALVORSON, ARTHUR L",H,PA,9,REP,CHALLENGER,,,BEDFORD,PA,,"$73,864.00 ","$14,352.00 ","$88,216.00 ",,,$815.14 ,"$89,031.14 ",,"$200,000.00 ",,"$200,000.00 ",,,,,"$289,031.14 ","$224,986.58 ",,"$2,500.00 ",,,,,,,,,,"$227,486.58 ","$4,984.71 ","$142,502.88 ","$89,031.14 ","$224,986.58 ","$375,000.00 ",,01-01-15,10/19/2016,,
H6MA09180,"HARRINGTON, PAUL J.",H,MA,9,NNE,CHALLENGER,14 BAILEYS PATH,,CHATHAM,MA,2633,"$13,550.00 ","$1,240.00 ","$14,790.00 ",,,"$6,348.00 ","$21,138.00 ",,"$40,000.00 ",,"$40,000.00 ",,,,,"$61,138.00 ","$27,781.05 ",,,,,,,,,,,,"$27,781.05 ",,"$33,356.95 ","$21,138.00 ","$27,781.05 ","$40,000.00 ",,07-01-16,10/19/2016,,
H6SD01091,"HAWKS, PAULA",H,SD,0,DEM,CHALLENGER,PO BOX 2848,,SIOUX FALLS,SD,57101,"$240,694.93 ","$138,497.84 ","$379,192.77 ",,"$18,306.37 ",$950.00 ,"$398,449.14 ",,,,,,,,,"$398,449.14 ","$315,989.85 ",,,,,,,,,,,,"$315,989.85 ",,"$112,963.81 ","$398,449.14 ","$315,989.85 ",,,07-01-15,10/19/2016,,
H6AZ02189,"HEINZ, MATTHEW GERALD DR.",H,AZ,2,DEM,CHALLENGER,PO BOX 57698,,TUCSON,AZ,85732,"$927,459.39 ","$191,138.86 ","$1,118,598.25 ",,"$266,951.12 ","$30,241.56 ","$1,415,790.93 ",,,,,,,,,"$1,415,790.93 ","$1,316,931.56 ",,,,,,,"$5,279.62 ",,$701.12 ,"$5,980.74 ","$21,000.00 ","$1,343,912.30 ",,"$71,878.63 ","$1,409,810.19 ","$1,316,931.56 ",,,07-01-15,10/19/2016,,
H6CA32132,"HERNANDEZ, ROGER",H,CA,32,DEM,CHALLENGER,249 E OCEAN BLVD SUITE 685,,LONG BEACH,CA,90802,"$64,900.00 ","$35,284.23 ","$100,184.23 ",,"$7,380.00 ",,"$107,564.23 ",,"$80,000.00 ",,"$80,000.00 ",,,,$78.00 ,"$187,642.23 ","$114,539.02 ",,,,"$24,000.00 ",,"$24,000.00 ","$2,000.00 ",,,"$2,000.00 ",,"$140,539.02 ",,"$47,103.21 ","$105,564.23 ","$114,539.02 ","$59,000.00 ",,01-01-15,10/19/2016,,
H6VA08237,"HERNICK, CHARLES ALAN MR.",H,VA,8,REP,CHALLENGER,PO BOX 25324,,ARLINGTON,VA,22202,"$37,376.24 ","$21,952.00 ","$59,328.24 ","$5,500.00 ",$250.00 ,,"$65,078.24 ",,"$3,500.00 ",,"$3,500.00 ",,,,,"$68,578.24 ","$61,715.20 ",,,,,,,,,,,,"$61,715.20 ",,"$6,863.04 ","$65,078.24 ","$61,715.20 ","$3,500.00 ",,01-01-16,10/19/2016,,
H6CA51066,"HIDALGO, JUAN M JR",H,CA,51,REP,CHALLENGER,15946 WINESPRINGS DRIVE,,SAN DIEGO,CA,92127,"$51,961.68 ","$16,300.00 ","$68,261.68 ",,"$1,500.00 ",,"$69,761.68 ",,"$2,966.44 ",,"$2,966.44 ",,,,,"$72,728.12 ","$52,121.77 ",,,,,,,,,,,,"$52,121.77 ",,"$20,606.35 ","$69,761.68 ","$52,121.77 ","$2,966.44 ",,11/20/2015,10/19/2016,,
H6LA03148,"HIGGINS, CAPTAIN CLAY",H,LA,3,REP,CHALLENGER,PO BOX 61747,,LAFAYETTE,LA,70596,"$99,401.10 ","$82,220.17 ","$181,621.27 ",,,,"$181,621.27 ",,,,,$268.14 ,,,,"$181,889.41 ","$170,639.93 ",,,,,,,,,,,,"$170,639.93 ",,"$11,249.48 ","$181,621.27 ","$170,371.79 ",,,05-09-16,10/19/2016,,
H6MD06212,"HOEBER, AMIE",H,MD,6,REP,CHALLENGER,9209 FOX MEADOW LN,,POTOMAC,MD,20854,"$230,005.80 ","$41,583.52 ","$271,589.32 ","$5,100.00 ","$83,000.00 ","$212,000.00 ","$571,689.32 ",$457.95 ,"$450,000.00 ",,"$450,000.00 ",,,,$370.00 ,"$1,022,517.27 ","$945,139.36 ",,,,,,,"$2,850.00 ",,,"$2,850.00 ",,"$947,989.36 ",,"$74,527.91 ","$568,839.32 ","$945,139.36 ","$350,000.00 ",,07-01-15,10/19/2016,,
H6WI07181,"HOEFT, MARY",H,WI,7,DEM,CHALLENGER,735 BURR OAK PLACE,,RICE LAKE,WI,54868,"$34,049.96 ","$60,742.14 ","$94,792.10 ","$4,124.95 ","$6,500.00 ",,"$105,417.05 ",,,,,,,,,"$105,417.05 ","$79,288.79 ",,,,,,,,,,,,"$79,288.79 ",,"$26,128.26 ","$105,417.05 ","$79,288.79 ",,,04-01-16,10/19/2016,,
H6ME01207,"HOLBROOK, MARK IRVING DR",H,ME,1,REP,CHALLENGER,130 GIVEN SHIPYARD ROAD,,BRUNSWICK,ME,4011,"$61,494.65 ","$9,759.99 ","$71,254.64 ",,"$3,575.00 ","$15,814.76 ","$90,644.40 ",,"$3,375.00 ",,"$3,375.00 ",$916.00 ,,,,"$94,935.40 ","$57,916.73 ",,,,,,,,,,,,"$57,916.73 ",,"$37,018.67 ","$90,644.40 ","$57,000.73 ","$3,375.00 ",,4/24/2015,10/19/2016,,
H6LA02215,"HOLDEN, MELVIN KIP",H,LA,2,DEM,CHALLENGER,838 NORTH BOULEVARD,,BATON ROUGE,LA,70802,"$21,750.00 ",,"$21,750.00 ",,,,"$21,750.00 ",,$500.00 ,,$500.00 ,,,,,"$22,250.00 ",$180.11 ,,,,,,,,,,,,$180.11 ,,"$22,069.89 ","$21,750.00 ",$180.11 ,$500.00 ,,04-01-16,10/19/2016,,
H6IL06166,"HOWLAND, AMANDA",H,IL,6,DEM,CHALLENGER,21707 W. OLD BARN LANE,,LAKE ZURICH,IL,60047,"$64,149.27 ","$18,161.58 ","$82,310.85 ",,"$7,750.00 ",,"$90,060.85 ",,"$5,000.00 ",,"$5,000.00 ",,,,,"$95,060.85 ","$44,917.24 ",,,,,,,,,,,$50.00 ,"$44,967.24 ",$435.00 ,"$50,528.61 ","$90,060.85 ","$44,917.24 ","$5,000.00 ",,01-01-16,10/19/2016,,
H6CA21218,"HUERTA, EMILIO JESUS MR.",H,CA,21,DEM,CHALLENGER,P.O. 2327,,BAKERSFIELD,CA,93303,"$346,783.27 ","$113,799.52 ","$460,582.79 ","$5,000.00 ","$152,853.08 ","$2,700.00 ","$621,135.87 ","$1,250.00 ",,,,,,,"$4,782.18 ","$627,168.05 ","$480,757.73 ",,,,,,,"$1,665.18 ",,,"$1,665.18 ",,"$482,422.91 ",,"$144,745.14 ","$619,470.69 ","$480,757.73 ",,,01-01-16,10/19/2016,,
H6MN07304,"HUGHES, DAVID RUSSELL MR.",H,MN,7,REP,CHALLENGER,PO BOX 248,,KARLSTAD,MN,56732,"$5,268.00 ","$7,627.46 ","$12,895.46 ",,"$4,090.19 ",$100.00 ,"$17,085.65 ",,,,,,,,,"$17,085.65 ","$13,735.62 ",,,,,,,,,,,,"$13,735.62 ",,"$3,350.03 ","$17,085.65 ","$13,735.62 ",,,03-01-16,10/19/2016,,
H0WV02104,"HUNT, MARK ALLEN",H,WV,2,DEM,CHALLENGER,901 EDGEWOOD DRIVE,,CHARLESTON,WV,25302,"$51,250.00 ","$6,691.00 ","$57,941.00 ",,"$115,184.50 ",$750.12 ,"$173,875.62 ",,"$270,250.00 ",,"$270,250.00 ",$178.25 ,,,,"$444,303.87 ","$369,268.48 ",,,,"$4,500.00 ",,"$4,500.00 ",,,,,,"$373,768.48 ",,"$70,535.39 ","$173,875.62 ","$369,090.23 ","$265,750.00 ",,01-01-16,10/19/2016,,
H6SC07018,"HYMAN, MAL",H,SC,7,DEM,CHALLENGER,P.O. BOX 2314,,HARTSVILLE,SC,29551,"$22,936.00 ","$6,423.55 ","$29,359.55 ",,$200.00 ,,"$29,559.55 ",,"$41,081.58 ",,"$41,081.58 ",,,,,"$70,641.13 ","$57,789.97 ",,,,"$4,450.00 ",,"$4,450.00 ",$180.00 ,,,$180.00 ,$570.30 ,"$62,990.27 ",,"$7,650.86 ","$29,379.55 ","$57,789.97 ","$36,631.58 ",,01-01-16,10/19/2016,,
H6ND01015,"IRON EYES, CHASE MR.",H,ND,0,DEM,CHALLENGER,00N02 AGENCY AVE.,PO BOX 888,FORT YATES,ND,58538,"$74,795.00 ","$78,832.73 ","$153,627.73 ",,"$11,500.00 ",$50.00 ,"$165,177.73 ",,,,,,,,,"$165,177.73 ","$118,824.95 ",,,,,,,"$2,430.00 ",,,"$2,430.00 ",,"$121,254.95 ",,"$43,922.78 ","$162,747.73 ","$118,824.95 ","$32,664.96 ",,3/31/2016,10/19/2016,,
H6NJ07151,"JACOB, PETER MR.",H,NJ,7,DEM,CHALLENGER,P.O. BOX 927,,UNION,NJ,7083,"$89,404.00 ","$48,488.95 ","$137,892.95 ",$500.00 ,"$1,498.86 ",,"$139,891.81 ",,$185.00 ,,$185.00 ,,,,,"$140,076.81 ","$63,716.72 ",,,,,,,,,,,,"$63,716.72 ",,"$75,547.36 ","$139,891.81 ","$63,716.72 ",$195.87 ,,11-01-15,10/19/2016,,
H4AS00069,"JAMIAS, MAPU S.",H,AS,0,DEM,CHALLENGER,6648 FOGAGOGO AVE,,PAGO PAGO,AS,96799,"$9,200.00 ",,"$8,600.00 ",,,"$2,603.00 ","$11,803.00 ",,,,,,,,,"$11,803.00 ","$8,243.00 ",,,,,,,,,,,,"$8,243.00 ",,"$3,560.00 ","$11,803.00 ","$8,243.00 ",,,07-01-16,10/19/2016,,
H6MI01200,"JOHNSON, LONNIE BARTON",H,MI,1,DEM,CHALLENGER,6261 E BASS LAKE RD NE,,KALKASKA,MI,49646,"$1,125,375.89 ","$246,283.52 ","$1,371,659.41 ","$4,995.72 ","$466,727.68 ","$5,400.00 ","$1,848,782.81 ",,,,,"$4,321.70 ",,,$19.41 ,"$1,853,123.92 ","$1,779,277.37 ",,,,,,,"$13,502.31 ",,"$2,150.00 ","$15,652.31 ",$180.00 ,"$1,795,109.68 ",,"$58,014.24 ","$1,833,130.50 ","$1,774,955.67 ","$16,590.53 ",,6/28/2015,10/19/2016,,
S6FL00350,"JOLLY, DAVID W",S,FL,0,REP,CHALLENGER,PO BOX 1158,,INDIAN ROCKS BEACH,FL,33785,"$1,204,683.28 ","$84,293.92 ","$1,288,978.20 ",,"$562,531.75 ",,"$1,851,509.95 ","$30,950.00 ",,,,$401.00 ,,,$87.10 ,"$1,882,950.05 ","$1,916,057.96 ",,,,"$25,000.00 ",,"$25,000.00 ","$16,600.00 ",,"$8,000.00 ","$24,600.00 ","$5,000.00 ","$1,970,657.96 ","$246,339.09 ","$158,630.58 ","$1,826,909.95 ","$1,915,655.96 ",,,01-01-15,10/19/2016,,
H6CA07126,"JONES, SCOTT",H,CA,7,REP,CHALLENGER,5241 TREEPOND CT,,ANTELOPE,CA,95843,"$773,587.73 ","$96,800.49 ","$870,388.22 ","$12,789.31 ","$288,184.93 ",,"$1,171,362.46 ","$11,561.83 ",,,,$8.50 ,,,,"$1,182,932.79 ","$1,089,275.82 ",,,,,,,"$5,331.00 ",,,"$5,331.00 ",,"$1,094,606.82 ",,"$88,325.97 ","$1,166,031.46 ","$1,089,267.32 ","$68,514.72 ",,01-01-15,10/19/2016,,
S6IA00140,"JUDGE, PATTY JEAN",S,IA,0,DEM,CHALLENGER,204 BENTON AVE EAST,,ALBIA,IA,52531,"$1,131,049.00 ","$563,247.00 ","$1,694,298.00 ","$46,800.00 ","$241,163.00 ","$1,697.00 ","$1,983,959.00 ","$91,625.00 ",,,,$219.00 ,,,,"$2,075,804.63 ","$1,748,346.00 ",,,,,,,"$8,281.00 ",,$375.00 ,"$8,656.00 ","$1,000.00 ","$1,758,002.00 ",,"$317,801.00 ","$1,975,301.00 ","$1,748,126.00 ",,,01-01-16,10/19/2016,,
H6MT01095,"JUNEAU, DENISE",H,MT,0,DEM,CHALLENGER,PO BOX 563,,HELENA,MT,59624,"$1,320,178.81 ","$717,285.91 ","$2,037,464.72 ","$15,024.32 ","$301,951.87 ",,"$2,354,440.91 ","$3,000.00 ",,,,,,,"$3,212.95 ","$2,360,653.86 ","$1,831,515.23 ",,,$500.00 ,,,,"$36,975.84 ",,,"$36,975.84 ",$325.00 ,"$1,869,316.07 ",,"$491,337.79 ","$2,317,465.07 ","$1,831,515.23 ",,,11-04-15,10/19/2016,,
H6PA10125,"KAIRNES, GERALD JAMES",H,PA,10,IND,CHALLENGER,267 SAWMILL RD #29,,COGAN STATION,PA,17728,$500.00 ,$790.00 ,"$1,290.00 ",,,$130.00 ,"$1,420.00 ",,,,,,,,,"$1,420.00 ","$1,084.81 ",,,,,,,,,,,,"$1,084.81 ",,$335.19 ,"$1,420.00 ","$1,084.81 ",,,11/15/2015,10/19/2016,,
S6MO00362,"KANDER, JASON",S,MO,0,DEM,CHALLENGER,PO BOX 548,,COLUMBIA,MO,65205,"$7,212,302.00 ","$1,852,764.00 ","$9,065,071.00 ","$46,800.00 ","$691,174.00 ",,"$9,803,046.00 ","$940,306.00 ",,,,"$1,702.00 ",,,$185.00 ,"$10,745,245.00 ","$8,530,225.00 ",,,$100.00 ,,,,"$56,410.00 ",,"$2,375.00 ","$58,785.00 ","$44,100.00 ","$8,633,214.00 ",,"$2,112,030.00 ","$9,744,258.00 ","$8,528,522.00 ",,,2/19/2015,10/19/2016,,
H2FL20043,"KAUFMAN, JOE",H,FL,23,REP,CHALLENGER,2645 EXECUTIVE PARK DRIVE # 512,,WESTON,FL,33331,"$56,905.16 ","$59,587.40 ","$116,492.56 ",,,,"$116,492.56 ",,"$5,745.93 ",,"$5,745.93 ","$1,150.00 ",,,,"$123,388.49 ","$105,866.99 ",,,,"$9,500.00 ",,"$9,500.00 ",,,,,,"$115,366.99 ","$378,472.91 ","$386,494.41 ","$116,492.56 ","$104,716.99 ","$89,862.53 ",,01-01-15,10/19/2016,,
H6KY06127,"KEMPER, NANCY JO",H,KY,6,DEM,CHALLENGER,3422 COLDSTREAM COURT,,LEXINGTON,KY,40517,"$269,873.80 ","$115,071.60 ","$384,945.40 ",$90.00 ,"$33,025.00 ",$352.01 ,"$418,412.41 ",,,,,,,,,"$418,412.41 ","$359,304.48 ",,,,,,,,,,,,"$359,304.48 ",,"$59,107.93 ","$418,412.41 ","$359,304.48 ","$24,830.94 ",,01-08-16,10/19/2016,,
H6TN06155,"KENT, DAVID W.",H,TN,6,DEM,CHALLENGER,434 LEARVIEW ROAD,,COTTONTOWN,TN,37048,"$1,390.00 ","$2,554.01 ","$3,944.01 ",$800.00 ,,,"$4,744.01 ",,,,,,,,,"$4,744.01 ","$3,736.61 ",,,,,,,,,,,,"$3,736.61 ",,"$1,007.40 ","$4,744.01 ","$3,736.61 ","$12,944.35 ",,02-09-16,10/19/2016,,
H6IL11117,"KHOURI, TONIA",H,IL,11,REP,CHALLENGER,2848 RESERVE CT,,AURORA,IL,60502,"$340,070.00 ","$32,327.25 ","$372,397.25 ","$3,000.00 ","$136,100.00 ",,"$511,497.25 ",$457.95 ,"$215,250.00 ",,"$215,250.00 ",$206.23 ,,,$0.33 ,"$727,411.76 ","$574,972.04 ",,,,,,,"$5,240.00 ",,$400.00 ,"$5,640.00 ","$5,000.00 ","$585,612.04 ",,"$141,799.72 ","$505,857.25 ","$574,765.81 ","$215,250.00 ",,04-01-15,10/19/2016,,
S6FL00434,"KHOURY, ANTON",S,FL,0,OTH,CHALLENGER,PO BOX 565087,,MIAMI,FL,33256,"$26,650.00 ","$3,940.00 ","$30,590.00 ",,,"$43,230.00 ","$73,821.00 ",,"$140,000.00 ",,"$140,000.00 ",$250.00 ,,,,"$214,071.00 ","$171,969.00 ",,,,,,,,,,,,"$171,969.00 ",,"$42,098.00 ","$73,821.00 ","$171,719.00 ","$140,000.00 ",,01-01-16,10/19/2016,,
H6VA04079,"KIMOTHO-GONZALEZ, JACQUELINE MRS.",H,VA,4,REP,CHALLENGER,5912 OMO RD,,NORTH CHESTERFIELD,VA,23234,"$12,240.00 ","$7,723.00 ","$19,963.00 ",,"$1,000.00 ",,"$20,963.00 ",,,,,$31.37 ,,,,"$20,994.37 ","$20,046.60 ",,,,,,,,,,,,"$20,046.60 ",,$947.77 ,"$20,963.00 ","$20,015.23 ",,,3/21/2016,10/19/2016,,
S6AZ00225,"KIRKPATRICK, ANN LEILA",S,AZ,0,DEM,CHALLENGER,PO BOX 34421,,PHOENIX,AZ,85067,"$4,760,552.00 ","$2,553,120.00 ","$7,313,676.00 ","$46,800.00 ","$622,214.00 ",,"$7,982,691.00 ","$482,658.00 ",,,,"$17,761.00 ",,,,"$8,483,113.00 ","$7,691,509.00 ",,,,,,,"$104,735.00 ",,"$1,821.00 ","$106,556.00 ","$259,740.00 ","$8,057,807.00 ",,"$425,330.00 ","$7,876,132.00 ","$7,673,746.00 ",,,5/26/2015,10/19/2016,,
H6VA09086,"KITTS, DEREK WAYNE",H,VA,9,DEM,CHALLENGER,1410 SLEEPY HOLLOW RD,,CHRISTIANSBURG,VA,24073,"$57,066.00 ","$33,844.52 ","$90,910.52 ",,"$1,500.00 ",$25.00 ,"$92,435.52 ",,,,,,,,,"$92,435.52 ","$79,268.99 ",,,,,,,"$1,334.00 ",,,"$1,334.00 ",$373.58 ,"$80,976.57 ",,"$11,458.66 ","$91,101.52 ","$79,268.99 ",,,01-01-16,10/19/2016,,
H6IL05150,"KOLBER, VINCE",H,IL,5,REP,CHALLENGER,2245 N MAGNOLIA AVE,,CHICAGO,IL,60614,"$13,555.00 ",$909.99 ,"$14,464.99 ",,$500.00 ,"$1,500.00 ","$16,464.99 ",,"$11,000.00 ",,"$11,000.00 ",$57.90 ,,,,"$27,522.89 ","$21,746.79 ",,,,,,,,,,,,"$21,746.79 ","$1,508.95 ","$7,285.05 ","$16,464.99 ","$21,688.89 ","$202,933.38 ",,01-01-15,10/19/2016,,
H4MI11089,"KUMAR, ANIL",H,MI,11,DEM,CHALLENGER,2450 WALTON BLVD,,ROCHESTER HILLS,MI,48309,"$304,525.27 ","$42,391.01 ","$346,916.28 ","$1,000.00 ","$24,350.00 ",,"$372,266.28 ",,"$750,000.00 ",,"$750,000.00 ",,,,,"$1,122,266.28 ","$856,729.59 ",,,,,,,"$54,010.77 ",,,"$54,010.77 ","$2,490.00 ","$913,230.36 ","$4,157.51 ","$218,133.43 ","$318,255.51 ","$856,729.59 ","$700,000.00 ",,01-01-15,10/19/2016,,
H6FL15150,"LANGE, JAMES KELLY",H,FL,15,DEM,CHALLENGER,P O BOX 387,,LUTZ,FL,33548,"$21,314.00 ","$3,703.23 ","$25,017.23 ",,,$400.00 ,"$25,417.23 ",,"$14,060.65 ",,"$14,060.65 ",,,,,"$39,477.88 ","$34,590.75 ",,,,,,,,,,,,"$34,590.75 ",,"$4,887.13 ","$25,417.23 ","$34,590.75 ","$14,060.65 ",,01-01-16,10/19/2016,,
H4KS01059,"LAPOLICE, ALAN",H,KS,1,IND,CHALLENGER,734 LINCOLN ST,,CLYDE,KS,66938,"$87,125.00 ","$5,969.00 ","$93,094.00 ",,,"$5,577.00 ","$98,671.00 ",,"$30,000.00 ",,"$30,000.00 ",$387.38 ,,,,"$129,058.38 ","$91,018.47 ",,,,,,,,,,,,"$91,018.47 ","$3,675.95 ","$41,715.86 ","$98,671.00 ","$90,631.09 ","$31,163.51 ",,01-01-15,10/19/2016,,
H6OH09099,"LARSON, DONALD PHILIP",H,OH,9,REP,CHALLENGER,1462 HOPKINS,,LAKEWOOD,OH,44107,"$18,070.00 ","$3,715.00 ","$21,785.00 ",,$874.39 ,,"$22,659.39 ",,"$5,200.00 ",,"$5,200.00 ",,,,,"$27,859.39 ","$24,123.84 ",,,,"$1,000.00 ",,"$1,000.00 ",,,,,,"$25,123.84 ",,"$2,733.84 ","$22,659.39 ","$24,123.84 ","$4,200.00 ",,10-01-15,10/19/2016,,
